City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,gewane,10.1664,40.6453,300.25,66,99,2.95,ET,1714014559
298,pogranichnyy,44.4064,131.3769,293.79,42,1,3.07,RU,1714014560
299,dakhla,23.6848,-15.958,291.59,81,60,8.02,EH,1714014560
300,walvis bay,-22.9575,14.5053,288.8,82,0,2.77,NA,1714014560
301,sao gabriel da cachoeira,-0.1303,-67.0892,296.51,99,100,1.54,BR,1714014441
302,ceeldheer,3.8488,47.1806,301.82,78,95,3.65,SO,1714014561
303,zaghouan,36.4029,10.1429,280.01,75,19,3.02,TN,1714014561
304,morondava,-20.2833,44.2833,295.41,73,0,1.7,MG,1714014437
305,novyy karanlug,39.7955,47.1099,289.02,64,31,1.1,AZ,1714014562
306,belyy yar,53.6039,91.3903,271.09,46,0,4.0,RU,1714014562
307,pemangkat,1.1667,108.9667,299.22,89,100,3.39,ID,1714014476
308,nago,26.5881,127.9761,298.4,74,97,3.68,JP,1714014563
309,koppa,13.5304,75.3633,300.67,56,41,0.47,IN,1714014563
310,sinjai,-5.1241,120.253,301.79,80,54,1.52,ID,1714014563
311,rotonda west,26.8837,-82.2901,297.16,86,0,0.0,US,1714014564
312,susuman,62.7833,148.1667,271.47,90,91,1.34,RU,1714014564
313,ipora,-16.4419,-51.1178,294.59,65,52,0.71,BR,1714014564
314,mata-utu,-13.2816,-176.1745,302.89,73,55,4.34,WF,1714014564
315,yuzhno-kurilsk,44.0306,145.8556,278.91,99,100,5.12,RU,1714014565
316,archangelos,36.2149,28.1149,292.14,93,100,1.79,GR,1714014565
317,yamada,39.4667,141.95,291.33,58,33,3.68,JP,1714014565
318,az zawr,29.4425,48.2747,299.83,55,0,1.89,KW,1714014566
319,nieuw amsterdam,5.8833,-55.0833,298.12,82,77,3.1,SR,1714014408
320,charlottetown,46.2352,-63.1267,278.46,89,91,4.92,CA,1714014414
321,na mom,6.9586,100.5568,305.06,70,20,2.06,TH,1714014566
322,smidovich,48.6,133.8167,292.24,46,35,6.54,RU,1714014567
323,lorengau,-2.0226,147.2712,302.61,77,98,3.75,PG,1714014330
324,hadibu,12.65,54.0333,300.77,75,55,2.05,YE,1714014567
325,newman,37.3138,-121.0208,291.49,64,83,1.79,US,1714014568
326,christchurch,-43.5333,172.6333,297.26,38,20,5.14,NZ,1714014302
327,achinsk,56.2694,90.4993,272.14,46,12,0.89,RU,1714014568
328,buala,-8.145,159.5921,303.44,72,90,1.61,SB,1714014568
329,pingliang,35.5392,106.6861,294.24,27,0,1.95,CN,1714014333
330,kargil,34.5667,76.1,271.74,56,9,0.98,IN,1714014569
331,ad dilam,23.9915,47.1627,294.38,17,0,3.2,SA,1714014569
332,afaahiti,-17.75,-149.2833,302.08,72,1,1.79,PF,1714014411
333,el galpon,-25.3807,-64.6526,288.34,93,100,0.86,AR,1714014570
334,portland,45.5234,-122.6762,289.11,68,100,2.06,US,1714014275
335,kristiansund,63.1115,7.732,274.51,75,75,1.54,NO,1714014442
336,bulawayo,-20.15,28.5833,288.33,71,0,2.53,ZW,1714014571
337,bandon,51.7469,-8.7425,279.92,95,14,2.88,IE,1714014571
338,tindouf,27.6711,-8.1474,292.96,34,16,7.77,DZ,1714014571
339,uturoa,-16.7333,-151.4333,301.49,72,0,2.21,PF,1714014572
340,knyaze-volkonskoye,48.4642,135.4567,293.34,51,100,2.68,RU,1714014572
341,kenora,49.8167,-94.4337,282.69,29,20,2.57,CA,1714014360
342,kalianget,-7.05,113.9333,302.26,78,95,4.03,ID,1714014573
343,saint-pierre,-21.3393,55.4781,295.97,78,0,1.54,RE,1714014573
344,rabaul,-4.1967,152.1721,303.24,70,18,3.62,PG,1714014573
345,new norfolk,-42.7826,147.0587,287.87,69,99,3.39,AU,1714014573
346,queenstown,-31.8976,26.8753,286.8,85,81,0.5,ZA,1714014574
347,cestos city,5.46,-9.5828,300.83,79,93,2.65,LR,1714014527
348,madona,56.8533,26.217,277.49,98,100,3.88,LV,1714014574
349,jacksonville,30.3322,-81.6556,293.18,70,75,0.89,US,1714014120
350,bracciano,42.1031,12.1754,280.01,95,42,2.05,IT,1714014575
351,bonthe,7.5264,-12.505,300.16,83,100,2.31,SL,1714014575
352,hanzhong,33.0728,107.0303,294.76,57,86,1.26,CN,1714014575
353,ceerigaabo,10.6162,47.368,291.29,78,49,2.56,SO,1714014576
354,georgetown,5.4112,100.3354,307.01,68,20,2.57,MY,1714013915
355,burao,9.5221,45.5336,297.07,70,81,2.54,SO,1714014576
356,puerto leguizamo,-0.1934,-74.7819,296.47,97,100,0.83,CO,1714014577
357,tra vinh,9.9347,106.3453,309.64,41,100,3.74,VN,1714014577
358,kupang,-10.1667,123.5833,307.47,66,20,6.69,ID,1714014577
359,sanniquellie,7.3622,-8.7061,295.82,96,94,1.0,LR,1714014578
360,alo,7.4178,6.7371,300.06,83,93,2.32,NG,1714014578
361,yeniseysk,58.4497,92.1703,272.56,82,96,1.79,RU,1714014578
362,okotoks,50.7289,-113.9828,286.08,36,45,5.13,CA,1714014578
363,garden city,42.3256,-83.331,276.42,62,0,3.6,US,1714014579
364,regina,50.4501,-104.6178,290.14,23,75,5.66,CA,1714014308
365,thinadhoo,0.5333,72.9333,300.98,78,86,0.89,MV,1714014440
366,suva,-18.1416,178.4415,303.86,74,75,3.09,FJ,1714014376
367,pailon,-17.65,-62.75,299.65,81,24,2.09,BO,1714014580
368,fisterra,42.9049,-9.2629,284.68,82,82,4.17,ES,1714014580
369,palmer,42.1584,-72.3287,279.9,50,0,7.72,US,1714014580
370,sitka,57.0531,-135.33,283.09,71,0,3.6,US,1714014302
371,san patricio,28.017,-97.5169,297.5,88,31,5.78,US,1714014554
372,labytnangi,66.6572,66.4183,261.14,96,78,1.02,RU,1714014581
373,hinatuan,8.3722,126.3342,303.91,60,96,2.81,PH,1714014582
374,bamboo flat,11.7,92.7167,306.2,66,20,1.54,IN,1714014582
375,kon tum,14.35,108.0,307.94,39,4,1.47,VN,1714014582
376,dumra,26.5667,85.5167,307.77,13,0,5.69,IN,1714014583
377,al jawf,29.5,38.75,295.53,17,0,2.36,SA,1714014583
378,brownwood,31.7093,-98.9912,296.77,79,100,4.12,US,1714014583
379,blankenberge,51.3131,3.1323,280.12,53,72,0.89,BE,1714014005
380,merizo village,13.2658,144.6691,304.46,81,33,7.23,GU,1714014584
381,aras-asan,8.8908,126.3033,302.13,67,65,2.47,PH,1714014584
382,levuka,50.1834,-105.4011,288.62,34,89,6.15,CA,1714014584
383,la concordia,13.1953,-86.1667,294.72,71,7,2.7,NI,1714014585
384,manokwari,-0.8667,134.0833,302.64,70,96,3.74,ID,1714014215
385,port isabel,26.0734,-97.2086,299.17,89,100,6.69,US,1714014301
386,quellon,-43.1167,-73.6167,283.81,85,61,7.03,CL,1714014585
387,sequeira,40.5536,-7.2259,278.94,77,100,1.77,PT,1714014586
388,mili,6.0815,171.735,301.11,81,100,9.5,MH,1714014586
389,tralee,52.2704,-9.7026,281.62,88,95,1.97,IE,1714014586
390,dzhalagash,45.0833,64.6667,293.38,44,70,6.27,KZ,1714014587
391,ostersund,63.1792,14.6357,273.4,93,75,2.57,SE,1714014587
392,kalaleh,37.3807,55.4916,287.93,94,75,0.0,IR,1714014587
393,sinop,41.7711,34.8709,293.95,31,97,4.72,TR,1714014588
394,astrakhan,46.3497,48.0408,286.08,67,0,5.0,RU,1714014588
395,minden,52.2833,8.9167,277.3,92,75,4.12,DE,1714014588
396,saynshand,44.8824,110.1163,282.78,34,11,7.35,MN,1714014589
397,dobroye,52.8678,39.8109,286.35,68,98,6.51,RU,1714014589
398,frederico westphalen,-27.3592,-53.3944,292.75,97,100,0.96,BR,1714014589
399,lamu,-2.2717,40.902,299.95,85,98,4.71,KE,1714014589
400,purmerend,52.505,4.9597,279.27,78,100,0.45,NL,1714014382
401,basco,20.4487,121.9702,301.57,76,100,1.95,PH,1714014590
402,lloydminster,53.2835,-110.0016,287.96,39,100,3.74,CA,1714014590
403,ola,59.5833,151.2833,273.23,95,100,1.58,RU,1714014590
404,sovetskiy,61.3614,63.5842,266.42,92,92,3.13,RU,1714014591
405,mugia,43.1041,-9.2179,284.77,84,83,2.41,ES,1714014591
406,wainwright,52.839,-110.8572,286.98,41,100,2.31,CA,1714014591
407,ambikapur,23.1167,83.2,306.34,19,0,1.28,IN,1714014436
408,ingeniero jacobacci,-41.3427,-69.5448,280.91,65,84,8.22,AR,1714014592
409,vorgashor,67.5833,63.95,261.37,87,95,1.54,RU,1714014592
410,jiuquan,39.7432,98.5174,294.23,14,71,3.85,CN,1714014593
411,chhaprauli,29.2167,77.1833,305.0,21,0,4.25,IN,1714014593
412,pulandian,39.3953,121.9669,296.27,33,19,3.32,CN,1714014333
413,malango,-2.9627,119.9001,299.16,79,76,1.38,ID,1714014593
414,beau vallon,-20.4189,57.6953,299.38,85,91,4.87,MU,1714014594
415,nova sintra,14.8667,-24.7167,296.1,80,88,6.46,CV,1714014312
416,haiku-pauwela,20.9219,-156.3051,297.72,81,20,11.83,US,1714014594
417,saudarkrokur,65.7461,-19.6394,276.33,91,35,2.31,IS,1714014245
418,arraial do cabo,-22.9661,-42.0278,298.33,78,100,2.96,BR,1714014163
419,las trojes,14.0667,-85.9833,293.96,85,13,1.38,HN,1714014595
420,necochea,-38.5473,-58.7368,282.45,86,2,4.25,AR,1714014596
421,ruidoso,33.3317,-105.673,290.53,17,0,1.54,US,1714014596
422,pangai,-19.8,-174.35,300.76,84,70,3.64,TO,1714014596
423,khandyga,62.6667,135.6,271.49,83,100,3.89,RU,1714014596
424,revda,56.801,59.9303,273.22,93,100,3.81,RU,1714014597
425,malvan,16.0667,73.4667,301.83,69,90,0.38,IN,1714014376
426,belokurikha,51.9959,84.9896,273.29,36,9,1.8,RU,1714014597
427,aibak,36.2647,68.0155,293.65,48,95,1.51,AF,1714014598
428,val-d'or,48.1002,-77.7828,266.52,85,11,0.73,CA,1714014567
429,madera,37.1666,-119.8343,289.48,82,100,1.92,US,1714014598
430,campeche,19.0,-90.5,298.37,78,22,0.09,MX,1714014542
431,lazaro cardenas,17.9583,-102.2,298.01,79,0,1.54,MX,1714014179
432,paliyad,22.25,71.5667,302.61,38,0,5.64,IN,1714014599
433,prachin buri,14.0833,101.6667,307.78,100,9,3.74,TH,1714014599
434,tutayev,57.8853,39.5406,277.92,70,97,5.42,RU,1714014600
435,oppdal,62.5943,9.6912,269.25,89,100,3.07,NO,1714014600
436,arvayheer,46.2639,102.775,272.99,78,99,4.54,MN,1714014600
437,tupiza,-21.45,-65.7167,288.84,46,32,3.9,BO,1714014521
438,yuci,37.6803,112.7319,296.01,25,0,2.0,CN,1714014601
439,kaa-khem,51.6833,94.7333,272.26,57,73,5.24,RU,1714014601
440,brusque,-27.0981,-48.9175,297.65,97,100,0.87,BR,1714014601
441,uliastay,47.7417,96.8444,272.91,84,100,2.06,MN,1714014602
442,hasaki,35.7333,140.8333,297.2,72,52,1.06,JP,1714014602
443,port saint john's,-31.6229,29.5448,293.22,87,14,3.24,ZA,1714014602
444,vershino-darasunskiy,52.35,115.5167,276.69,56,98,5.11,RU,1714014603
445,tommot,58.9564,126.2925,272.97,76,100,4.24,RU,1714014603
446,pingdingshan,33.7385,113.3012,300.14,35,83,5.18,CN,1714014603
447,novoul'yanovsk,54.1496,48.3891,283.09,51,86,2.24,RU,1714014603
448,saint-philippe,-21.3585,55.7679,295.92,85,36,3.14,RE,1714014419
449,goundi,9.3627,17.366,301.59,57,100,3.99,TD,1714014604
450,glace bay,46.1969,-59.957,277.47,97,100,2.24,CA,1714014604
451,gao,16.6362,1.637,303.51,14,0,5.36,ML,1714014605
452,santa cruz,-17.8,-63.1667,298.85,94,75,2.57,BO,1714013896
453,bereket,39.2446,55.5154,290.19,62,6,3.75,TM,1714014605
454,oranjemund,-28.55,16.4333,286.94,94,99,3.16,NA,1714014605
455,champerico,14.3,-91.9167,302.78,71,17,2.71,GT,1714014606
456,urkarakh,42.163,47.6307,285.45,64,73,2.17,RU,1714014606
457,nicoya,10.1483,-85.452,300.37,68,59,5.67,CR,1714014606
458,bansgaon,26.5586,83.3481,310.14,11,0,6.83,IN,1714014607
459,tocopilla,-22.092,-70.1979,293.52,77,7,5.41,CL,1714014607
460,ust-nera,64.5667,143.2,275.7,99,98,1.87,RU,1714014120
461,kismayo,-0.3582,42.5454,301.03,84,100,4.45,SO,1714014608
462,youkounkoun,12.5333,-13.1333,300.36,44,31,3.21,GN,1714014608
463,geiro,-6.15,36.8667,290.37,96,98,0.81,TZ,1714014557
464,erenhot,43.6475,111.9767,287.47,37,2,5.03,CN,1714014608
465,mersing,2.4312,103.8405,305.46,63,87,3.19,MY,1714014609
466,hami,42.8,93.45,295.01,20,100,4.83,CN,1714014320
467,mossel bay,-34.1831,22.146,289.67,81,90,2.67,ZA,1714014479
468,sidi akkacha,36.4647,1.3026,283.17,44,100,1.8,DZ,1714014610
469,quimili,-27.6333,-62.4167,290.33,94,100,2.29,AR,1714014610
470,taksimo,56.3444,114.8794,278.0,44,100,2.8,RU,1714014610
471,pacasmayo,-7.4006,-79.5714,293.92,83,79,3.79,PE,1714014610
472,auki,-8.7676,160.7034,303.76,67,52,2.59,SB,1714014611
473,tevriz,57.509,72.4042,273.8,62,7,1.73,RU,1714014611
474,chateaubelair,13.2833,-61.25,299.9,78,100,3.19,VC,1714014611
475,santander,43.4647,-3.8044,284.52,74,100,3.09,ES,1714014612
476,leskovac,42.9981,21.9461,281.92,93,99,0.91,RS,1714014612
477,yeppoon,-23.1333,150.7333,300.03,61,3,3.33,AU,1714014612
478,shantobe,52.4581,68.1839,275.42,41,79,7.04,KZ,1714014613
479,pankrushikha,53.8319,80.3406,274.96,57,15,4.7,RU,1714014613
480,kone,-21.0595,164.8658,301.04,61,22,4.49,NC,1714014538
481,tibu,8.639,-72.7358,297.41,98,100,1.09,CO,1714014614
482,ambon,-3.6954,128.1814,303.23,74,20,1.54,ID,1714014614
483,tsiombe,-25.3,45.4833,294.13,95,27,3.63,MG,1714014437
484,chonchi,-42.6128,-73.8092,283.71,88,59,4.67,CL,1714014615
485,mangrol,21.1167,70.1167,300.27,66,0,5.64,IN,1714014615
486,alesund,62.4723,6.1549,275.79,86,100,1.54,NO,1714014615
487,al qubbah,32.7616,22.2424,287.9,33,100,4.81,LY,1714014616
488,bac lieu,9.285,105.7244,305.8,57,99,5.26,VN,1714014616
489,levanger,63.7464,11.2996,273.18,79,100,1.33,NO,1714014616
490,sultanpur,26.2667,82.0667,308.15,12,0,3.52,IN,1714014106
491,dongola,19.1667,30.4833,302.19,16,0,3.06,SD,1714014617
492,lisakovsk,52.5369,62.4936,281.15,55,100,5.97,KZ,1714014617
493,sisimiut,66.9395,-53.6735,272.29,82,64,13.88,GL,1714014381
494,al majaridah,19.1236,41.9111,303.01,53,28,0.95,SA,1714014618
495,sampit,-2.5333,112.95,305.31,55,97,1.53,ID,1714014618
496,la tuque,47.4334,-72.7824,267.22,64,26,5.07,CA,1714014618
497,catabola,-12.15,17.2833,287.96,78,100,1.49,AO,1714014619
498,kanke,23.4333,85.3167,305.16,20,0,3.09,IN,1714014619
499,serdar,38.9764,56.2757,289.55,72,53,3.42,TM,1714014619
500,namibe,-15.1961,12.1522,298.34,79,58,0.51,AO,1714014620
501,puerto aysen,-45.4,-72.7,278.96,99,100,1.81,CL,1714014620
502,luza,60.6308,47.2512,276.08,91,13,0.64,RU,1714014620
503,manoharpur,27.3,75.95,303.82,18,100,1.84,IN,1714014621
504,khovd,48.0056,91.6419,274.04,36,44,3.54,MN,1714014617
505,qarazhal,48.0078,70.7903,286.84,49,49,7.37,KZ,1714014621
506,anori,-3.7728,-61.6442,295.97,99,97,1.02,BR,1714014621
507,luderitz,-26.6481,15.1594,289.61,67,69,5.9,NA,1714014622
508,las palmas de gran canaria,28.0997,-15.4134,293.22,56,20,6.69,ES,1714014562
509,mirnyy,62.5353,113.9611,266.61,82,100,4.02,RU,1714014623
510,hastings,50.8552,0.5729,278.59,73,57,1.03,GB,1714014623
511,nzerekore,7.7562,-8.8179,295.9,95,91,1.44,GN,1714014623
512,bafoulabe,13.8065,-10.8321,307.08,14,61,2.51,ML,1714014438
513,mitu,1.1983,-70.1733,296.32,99,100,0.62,CO,1714014624
514,santo antonio do leverger,-15.8656,-56.0767,299.36,64,27,1.35,BR,1714014624
515,mbalmayo,3.5167,11.5,295.33,99,100,0.91,CM,1714014625
516,asifabad,19.3667,79.2833,306.66,31,96,0.49,IN,1714014436
517,visakhapatnam,17.69,83.2093,304.09,70,40,2.06,IN,1714014625
518,peace river,56.2501,-117.286,283.27,33,98,2.53,CA,1714014569
519,inarajan village,13.2736,144.7484,304.69,81,38,7.3,GU,1714014626
520,homer,59.6425,-151.5483,282.09,62,75,1.54,US,1714014626
521,praia,14.9215,-23.5087,295.45,78,40,3.09,CV,1714014374
522,kalabo,-14.97,22.6814,288.31,46,3,1.93,ZM,1714014626
523,ancud,-41.8697,-73.8203,284.65,86,21,9.03,CL,1714014493
524,ugoofaaru,5.6667,73.0,302.18,71,89,1.91,MV,1714014627
525,dauphin,51.1494,-100.0502,285.73,56,93,3.86,CA,1714014627
526,bozoum,6.3193,16.3799,294.8,90,100,3.53,CF,1714014628
527,paramonga,-10.6667,-77.8333,293.43,90,88,2.85,PE,1714014628
528,gulf shores,30.246,-87.7008,294.82,79,0,0.89,US,1714014449
529,bouarfa,32.53,-1.95,290.04,30,100,2.77,MA,1714014629
530,spring creek,40.7266,-115.5859,285.59,62,99,0.89,US,1714014629
531,nadvirna,48.6348,24.5694,277.55,86,75,1.7,UA,1714014629
532,berezovyy,51.6667,135.7,291.94,37,22,2.77,RU,1714014629
533,weyburn,49.6668,-103.8511,287.56,37,45,7.11,CA,1714014630
534,harper,4.375,-7.7169,300.52,82,89,2.49,LR,1714014392
535,pisco,-13.7,-76.2167,294.18,78,0,1.03,PE,1714014289
536,la gi,10.6667,107.7833,305.47,60,83,4.79,VN,1714014631
537,undurkhaan,47.3194,110.6556,279.14,28,98,2.59,MN,1714014632
538,francistown,-21.17,27.5079,291.31,66,0,2.17,BW,1714014632
539,maceio,-9.6658,-35.7353,298.84,88,40,1.54,BR,1714014553
540,bubaque,11.2833,-15.8333,298.92,67,100,6.39,GW,1714014231
541,kelso,46.1468,-122.9084,287.31,88,100,0.89,US,1714014633
542,nadym,65.5333,72.5167,269.24,91,100,2.45,RU,1714014633
543,salekhard,66.53,66.6019,261.15,96,87,1.34,RU,1714014362
544,gadzhiyevo,69.2551,33.3362,270.53,94,100,2.49,RU,1714014224
545,usogorsk,63.4106,48.6872,273.52,96,100,1.84,RU,1714014626
546,griffith,41.5284,-87.4237,276.42,90,0,0.0,US,1714014634
547,prado,-17.3411,-39.2208,298.36,85,0,2.36,BR,1714014403
548,makueni boma,-1.8041,37.6203,291.52,94,100,1.47,KE,1714014635
549,poronaysk,49.2167,143.1167,276.06,95,100,4.81,RU,1714014357
550,kudahuvadhoo,2.6708,72.8944,301.75,75,100,3.62,MV,1714014635
551,rakops,-21.0167,24.3333,293.26,29,0,2.48,BW,1714014636
552,kurumkan,54.3,110.3,276.0,59,100,1.34,RU,1714014636
553,rabo de peixe,37.8,-25.5833,287.88,72,75,4.12,PT,1714014636
554,digras,20.1167,77.7167,306.61,27,100,3.72,IN,1714014378
555,severobaykal'sk,55.65,109.3167,272.88,69,100,0.79,RU,1714014637
556,calvinia,-31.4707,19.776,286.45,60,2,1.53,ZA,1714014637
557,kudachi,16.6333,74.85,303.72,43,76,2.3,IN,1714014638
558,ziro,27.6333,93.8333,284.56,66,11,0.13,IN,1714014638
559,amga,60.8953,131.9608,272.05,66,98,4.64,RU,1714014638
560,tondano,1.3038,124.9112,301.2,53,38,1.88,ID,1714014638
561,codrington,-38.2667,141.9667,287.53,65,93,6.21,AU,1714014231
562,awjilah,29.1081,21.2869,290.43,49,89,4.14,LY,1714014639
563,gannan,47.9147,123.5031,288.74,14,30,9.95,CN,1714014639
564,forster,-32.1667,152.5167,293.92,73,95,4.6,AU,1714014640
565,the pas,53.8251,-101.2541,281.57,76,27,3.06,CA,1714014640
566,chichiriviche,10.9333,-68.2772,300.05,87,13,3.98,VE,1714014640
567,greymouth,-42.4667,171.2,286.27,93,100,3.06,NZ,1714014453
568,aktau,43.65,51.2,284.47,55,66,1.65,KZ,1714014641
569,guilin,25.2819,110.2864,293.53,96,100,0.66,CN,1714014641
570,maturin,9.75,-63.1767,297.96,76,58,3.16,VE,1714014641
571,ulsteinvik,62.3432,5.8487,275.79,86,100,0.89,NO,1714014642
572,brockville,44.5834,-75.6826,273.23,62,0,2.78,CA,1714014578
573,kovdor,67.5662,30.4758,270.16,97,98,1.17,RU,1714014350
574,xilitla,21.3333,-98.9667,294.62,92,65,1.31,MX,1714014643
575,dashitou,43.3067,128.5114,293.0,37,1,8.27,CN,1714014643
576,loukhi,66.0764,33.0381,267.43,97,46,1.85,RU,1714014643
577,karnobat,42.65,26.9833,286.06,91,100,1.46,BG,1714014644
578,miri,4.4148,114.0089,304.23,74,40,1.54,MY,1714014397
579,gebeit,21.0667,36.3167,296.8,52,1,3.07,SD,1714014644
580,lagoa,39.05,-27.9833,288.02,75,19,6.47,PT,1714014644
581,san luis,-33.295,-66.3356,285.52,86,55,1.57,AR,1714014605
582,usinsk,65.9939,57.5281,263.75,95,46,2.68,RU,1714014506
583,kurchatov,51.6601,35.6521,284.49,94,3,3.26,RU,1714014645
584,bardai,11.65,7.2333,301.96,39,21,4.76,NG,1714014645
585,sarpol-e zahab,34.4611,45.8626,290.4,32,8,5.5,IR,1714014436
586,grand falls-windsor,48.9332,-55.6649,283.43,95,100,1.79,CA,1714014606
587,acarau,-2.8856,-40.12,299.08,86,73,3.82,BR,1714014244
588,kyren,51.6828,102.1408,275.34,48,90,2.24,RU,1714014647
589,cidreira,-30.1811,-50.2056,290.55,71,72,2.9,BR,1714014647
590,palmares do sul,-30.2578,-50.5097,289.38,73,51,1.77,BR,1714014647
591,ponta delgada,37.7333,-25.6667,288.55,72,75,4.12,PT,1714014648
592,tanjung pandan,-2.75,107.65,303.2,74,88,3.63,ID,1714014648
593,kil bhuvanagiri,11.4667,79.6333,303.95,58,6,2.82,IN,1714014648
594,nuuk,64.1835,-51.7216,275.49,69,100,15.95,GL,1714014445
595,maues,-3.3836,-57.7186,296.77,99,100,0.36,BR,1714014212
596,toukh,30.3539,31.2007,301.6,75,100,2.26,EG,1714014649
597,kem',64.9555,34.5793,266.14,96,20,1.9,RU,1714014649
598,tomatlan,19.9333,-105.25,293.36,82,13,1.01,MX,1714014649
599,angaur state,6.906,134.13,302.17,79,47,6.45,PW,1714014231
